,accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription
493,0000320193-17-000067,2017-11-02,2017-11-02,2017-11-02T16:30:16.000Z,34,8-K,001-36743,171172828,"2.02,9.01",408009,0,0,a8-kq420179302017.htm,8-K
494,0000320193-17-000063,2017-10-17,2017-10-15,2017-10-17T18:47:42.000Z,,4,,,,7931,0,0,xslF345X03/wf-form4_150828044948163.xml,FORM 4
495,0000320193-17-000062,2017-10-17,2017-10-15,2017-10-17T18:46:41.000Z,,4,,,,20997,0,0,xslF345X03/wf-form4_150828038824181.xml,FORM 4
496,0000320193-17-000061,2017-10-17,2017-10-15,2017-10-17T18:44:48.000Z,,4,,,,7973,0,0,xslF345X03/wf-form4_150828027600542.xml,FORM 4
497,0000320193-17-000060,2017-10-17,2017-10-15,2017-10-17T18:43:57.000Z,,4,,,,7940,0,0,xslF345X03/wf-form4_150828022415662.xml,FORM 4
498,0000320193-17-000059,2017-10-17,2017-10-15,2017-10-17T18:43:06.000Z,,4,,,,13420,0,0,xslF345X03/wf-form4_150828017246106.xml,FORM 4
499,0000320193-17-000058,2017-10-17,2017-10-15,2017-10-17T18:41:54.000Z,,4,,,,18323,0,0,xslF345X03/wf-form4_150828010037766.xml,FORM 4
500,0000320193-17-000057,2017-10-17,2017-10-15,2017-10-17T18:40:49.000Z,,4,,,,7937,0,0,xslF345X03/wf-form4_150828003638615.xml,FORM 4
501,0000320193-17-000056,2017-10-17,2017-10-15,2017-10-17T18:39:59.000Z,,4,,,,7933,0,0,xslF345X03/wf-form4_150827998628260.xml,FORM 4
502,0000320193-17-000055,2017-10-17,2017-10-15,2017-10-17T18:39:13.000Z,,4,,,,7944,0,0,xslF345X03/wf-form4_150827993959614.xml,FORM 4
503,0001193125-17-308859,2017-10-12,2017-10-06,2017-10-12T16:31:33.000Z,34,8-K,001-36743,171134765,5.02,15342,0,0,d386231d8k.htm,FORM 8-K
504,0000320193-17-000045,2017-10-10,2017-10-05,2017-10-10T18:31:25.000Z,,4,,,,5089,0,0,xslF345X03/wf-form4_150767467144201.xml,FORM 4
505,0000320193-17-000043,2017-10-05,2017-10-03,2017-10-05T18:34:12.000Z,,4,,,,5527,0,0,xslF345X03/wf-form4_150724283880617.xml,FORM 4
506,0000320193-17-000042,2017-10-05,2017-10-03,2017-10-05T18:33:19.000Z,,4,,,,10666,0,0,xslF345X03/wf-form4_150724278525543.xml,FORM 4
507,0000320193-17-000039,2017-10-03,2017-10-01,2017-10-03T18:37:59.000Z,,4,,,,10392,0,0,xslF345X03/wf-form4_150707026587310.xml,FORM 4
508,0000320193-17-000038,2017-10-03,2017-10-01,2017-10-03T18:37:16.000Z,,4,,,,10406,0,0,xslF345X03/wf-form4_150707022096581.xml,FORM 4
509,0000320193-17-000037,2017-10-03,2017-10-01,2017-10-03T18:36:24.000Z,,4,,,,13752,0,0,xslF345X03/wf-form4_150707017081508.xml,FORM 4
510,0000320193-17-000036,2017-10-03,2017-10-01,2017-10-03T18:35:33.000Z,,4,,,,10400,0,0,xslF345X03/wf-form4_150707011795652.xml,FORM 4
511,0000320193-17-000035,2017-10-03,2017-10-01,2017-10-03T18:34:39.000Z,,4,,,,10393,0,0,xslF345X03/wf-form4_150707006333873.xml,FORM 4
512,0000320193-17-000034,2017-10-03,2017-10-01,2017-10-03T18:33:36.000Z,,4,,,,10440,0,0,xslF345X03/wf-form4_150707000038940.xml,FORM 4
513,0000320193-17-000033,2017-10-03,2017-10-01,2017-10-03T18:32:36.000Z,,4,,,,13430,0,0,xslF345X03/wf-form4_150706994103772.xml,FORM 4
514,0000320193-17-000032,2017-10-03,2017-10-01,2017-10-03T18:31:49.000Z,,4,,,,10405,0,0,xslF345X03/wf-form4_150706989617764.xml,FORM 4
515,0001193125-17-282809,2017-09-12,2017-09-05,2017-09-12T16:45:59.000Z,34,8-K,001-36743,171081538,"8.01,9.01",394801,0,0,d434478d8k.htm,FORM 8-K
516,0001193125-17-277897,2017-09-06,,2017-09-06T16:54:52.000Z,33,424B2,333-210983,171071961,,416831,0,0,d453793d424b2.htm,FILED PURSUANT TO RULE 424(B)(2)
517,0001193125-17-276961,2017-09-06,,2017-09-05T19:50:35.000Z,34,FWP,333-210983,171070000,,43545,0,0,d451794dfwp.htm,FREE WRITING PROSPECTUS
518,0001193125-17-276117,2017-09-05,,2017-09-05T07:46:32.000Z,33,424B2,333-210983,171067415,,426676,0,0,d453793d424b2.htm,FILED PURSUANT TO RULE 424(B)(2)
519,0000320193-17-000023,2017-08-30,2017-08-28,2017-08-30T18:30:35.000Z,,4,,,,7187,0,0,xslF345X03/wf-form4_150413222111835.xml,FORM 4
520,0000320193-17-000021,2017-08-28,2017-08-24,2017-08-28T20:00:34.000Z,,4,,,,18859,0,0,xslF345X03/wf-form4_150396481887759.xml,FORM 4
521,0000320193-17-000018,2017-08-18,2017-08-16,2017-08-18T18:30:35.000Z,,4,,,,7191,0,0,xslF345X03/wf-form4_150309542055431.xml,FORM 4
522,0001193125-17-262261,2017-08-18,2017-08-15,2017-08-18T16:30:58.000Z,34,8-K,001-36743,171041380,"8.01,9.01",317550,0,0,d593893d8k.htm,FORM 8-K
523,0000320193-17-000017,2017-08-17,2017-08-15,2017-08-17T18:30:57.000Z,,4,,,,10864,0,0,xslF345X03/wf-form4_150300904326605.xml,FORM 4
524,0001193125-17-258933,2017-08-16,,2017-08-15T21:38:00.000Z,33,424B2,333-210983,171035154,,419898,0,0,d433785d424b2.htm,FILED PURSUANT TO RULE 424(B)(2)
525,0001193125-17-258729,2017-08-15,,2017-08-15T17:28:03.000Z,34,FWP,333-210983,171034713,,28250,0,0,d612765dfwp.htm,FREE WRITING PROSPECTUS
526,0001193125-17-258040,2017-08-15,,2017-08-15T08:59:35.000Z,33,424B2,333-210983,171032511,,413874,0,0,d433785d424b2.htm,FILED PURSUANT TO RULE 424(B)2
527,0000320193-17-000015,2017-08-09,2017-08-07,2017-08-09T18:32:24.000Z,,4,,,,6722,0,0,xslF345X03/wf-form4_150231792959896.xml,FORM 4
528,0000320193-17-000014,2017-08-09,2017-08-07,2017-08-09T18:31:33.000Z,,4,,,,9007,0,0,xslF345X03/wf-form4_150231787803625.xml,FORM 4
529,0000320193-17-000013,2017-08-09,2017-08-07,2017-08-09T18:30:47.000Z,,4,,,,4894,0,0,xslF345X03/wf-form4_150231783126553.xml,FORM 4
530,0000320193-17-000009,2017-08-02,2017-07-01,2017-08-02T16:31:28.000Z,34,10-Q,001-36743,171000359,,10155269,1,0,a10-qq32017712017.htm,10-Q
531,0000320193-17-000006,2017-08-01,2017-08-01,2017-08-01T16:30:15.000Z,34,8-K,001-36743,17997093,"2.02,9.01",406208,1,1,a8-kq32017712017.htm,8-K
532,0000320193-17-000003,2017-07-10,2017-07-06,2017-07-10T18:30:23.000Z,,4,,,,5084,0,0,xslF345X03/wf-form4_149972580917613.xml,FORM 4
533,0001193125-17-208226,2017-06-20,2017-06-13,2017-06-20T16:36:33.000Z,34,8-K,001-36743,17921171,"8.01,9.01",217479,0,0,d413980d8k.htm,FORM 8-K
534,0001628280-17-006558,2017-06-16,2017-06-14,2017-06-16T18:30:25.000Z,,4,,,,8692,0,0,xslF345X03/wf-form4_149765220991664.xml,FORM 4
535,0001193125-17-203548,2017-06-14,,2017-06-14T16:41:00.000Z,33,424B2,333-210983,17911569,,426727,0,0,d412075d424b2.htm,FILED PURSUANT TO RULE 424(B)2
536,0001193125-17-202772,2017-06-14,,2017-06-13T21:47:04.000Z,34,FWP,333-210983,17910189,,16348,0,0,d413957dfwp.htm,FREE WRITING PROSPECTUS
537,0001193125-17-201958,2017-06-13,,2017-06-13T07:41:04.000Z,33,424B2,333-210983,17907933,,422233,0,0,d412075d424b2.htm,FILED PURSUANT TO RULE 424(B)2
538,0001628280-17-006357,2017-06-09,2017-06-07,2017-06-09T18:30:45.000Z,,4,,,,6946,0,0,xslF345X03/wf-form4_149704742969407.xml,FORM 4
539,0001628280-17-006261,2017-06-06,2017-06-02,2017-06-06T18:30:34.000Z,,4,,,,6933,0,0,xslF345X03/wf-form4_149678821830800.xml,FORM 4
540,0001628280-17-006119,2017-05-31,2017-05-29,2017-05-31T18:30:30.000Z,,4,,,,8625,0,0,xslF345X03/wf-form4_149626981246801.xml,FORM 4
541,0001628280-17-006040,2017-05-30,2017-05-25,2017-05-30T18:30:50.000Z,,4,,,,9016,0,0,xslF345X03/wf-form4_149618343527214.xml,FORM 4
542,0001628280-17-005932,2017-05-25,2017-05-23,2017-05-25T18:31:54.000Z,,4,,,,6258,0,0,xslF345X03/wf-form4_149575149925731.xml,FORM 4
543,9999999997-17-006550,2017-05-25,,2017-05-25T17:32:45.000Z,34,CERTNYS,001-36743,17010416,,1347,0,0,9999999997-17-006550.paper,AUTO-GENERATED PAPER DOCUMENT
544,0001628280-17-005877,2017-05-24,2017-05-22,2017-05-24T18:31:58.000Z,,4,,,,7190,0,0,xslF345X03/wf-form4_149566510341688.xml,FORM 4
545,0001628280-17-005876,2017-05-24,2017-05-22,2017-05-24T18:30:46.000Z,,4,,,,5004,0,0,xslF345X03/wf-form4_149566503082937.xml,FORM 4
546,0001193125-17-181871,2017-05-24,,2017-05-24T17:21:56.000Z,34,8-A12B,001-36743,17867595,,17147,0,0,d375104d8a12b.htm,FORM 8-A12B
547,0001193125-17-181867,2017-05-24,2017-05-17,2017-05-24T17:19:03.000Z,34,8-K,001-36743,17867578,"8.01,9.01",309745,0,0,d583637d8k.htm,FORM 8-K
548,0001628280-17-005698,2017-05-18,2017-05-16,2017-05-18T18:30:31.000Z,,4,,,,6490,0,0,xslF345X03/wf-form4_149514661622011.xml,FORM 4
549,0001193125-17-175330,2017-05-18,,2017-05-18T16:42:23.000Z,33,424B2,333-210983,17855370,,469421,0,0,d394059d424b2.htm,FILED PURSUANT TO RULE 424(B)2
550,0001193125-17-173678,2017-05-17,,2017-05-17T16:58:02.000Z,34,FWP,333-210983,17852308,,30200,0,0,d400069dfwp.htm,FREE WRITING PROSPECTUS
551,0001193125-17-172693,2017-05-17,,2017-05-17T06:09:34.000Z,33,424B2,333-210983,17850239,,462655,0,0,d394059d424b2.htm,FILED PURSUANT TO RULE 424(B)2
552,0001628280-17-005434,2017-05-11,2017-05-09,2017-05-11T18:31:36.000Z,,4,,,,9010,0,0,xslF345X03/wf-form4_149454187969662.xml,FORM 4
553,0001628280-17-005433,2017-05-11,2017-05-09,2017-05-11T18:30:34.000Z,,4,,,,8350,0,0,xslF345X03/wf-form4_149454181720231.xml,FORM 4
554,0001193125-17-167400,2017-05-11,2017-05-04,2017-05-11T16:56:33.000Z,34,8-K,001-36743,17835158,"8.01,9.01",514921,0,0,d388721d8k.htm,FORM 8-K
555,0001628280-17-005184,2017-05-08,2017-05-05,2017-05-08T18:34:28.000Z,,4,,,,4901,0,0,xslF345X03/wf-form4_149428284856190.xml,FORM 4
556,0001628280-17-005183,2017-05-08,2017-05-04,2017-05-08T18:33:26.000Z,,4,,,,12530,0,0,xslF345X03/wf-form4_149428279147354.xml,FORM 4
557,0001193125-17-160948,2017-05-05,,2017-05-05T16:54:23.000Z,33,424B2,333-210983,17819168,,460955,0,0,d352568d424b2.htm,FILED PURSUANT TO RULE 424B2
558,0001193125-17-159397,2017-05-05,,2017-05-05T06:02:05.000Z,34,SD,001-36743,17816013,,835843,0,0,d383904dsd.htm,FORM SD
559,0001193125-17-159324,2017-05-05,,2017-05-04T20:57:33.000Z,34,FWP,333-210983,17815909,,54793,0,0,d392409dfwp.htm,FREE WRITING PROSPECTUS
560,0001193125-17-157385,2017-05-04,,2017-05-04T08:11:04.000Z,33,424B2,333-210983,17811979,,428410,0,0,d352568d424b2.htm,FILED PURSUANT TO RULE 424B2
561,0001628280-17-004826,2017-05-03,2017-05-01,2017-05-03T18:30:28.000Z,,4,,,,12952,0,0,xslF345X03/wf-form4_149385061401123.xml,FORM 4
562,0001628280-17-004790,2017-05-03,2017-04-01,2017-05-03T16:32:23.000Z,34,10-Q,001-36743,17809653,,9684229,1,0,a10-qq22017412017.htm,10-Q
563,0001628280-17-004663,2017-05-02,2017-05-02,2017-05-02T16:31:37.000Z,34,8-K,001-36743,17805508,"2.02,9.01",430016,0,0,a8-kq22017412017.htm,8-K
564,0001628280-17-004167,2017-04-21,2017-04-19,2017-04-21T18:30:43.000Z,,4,,,,8785,0,0,xslF345X03/wf-form4_149281382808641.xml,FORM 4
565,0001628280-17-003836,2017-04-18,2017-04-15,2017-04-18T18:32:37.000Z,,4,,,,16038,0,0,xslF345X03/wf-form4_149255474371079.xml,FORM 4
566,0001628280-17-003835,2017-04-18,2017-04-15,2017-04-18T18:31:51.000Z,,4,,,,8619,0,0,xslF345X03/wf-form4_149255469662391.xml,FORM 4
567,0001628280-17-003834,2017-04-18,2017-04-15,2017-04-18T18:31:16.000Z,,4,,,,15684,0,0,xslF345X03/wf-form4_149255466078682.xml,FORM 4
568,0001628280-17-003444,2017-04-07,2017-04-06,2017-04-07T18:31:06.000Z,,4,,,,5083,0,0,xslF345X03/wf-form4_149160425159023.xml,FORM 4
569,0001628280-17-003442,2017-04-07,2017-04-05,2017-04-07T18:30:03.000Z,,4,,,,6932,0,0,xslF345X03/wf-form4_149160418901921.xml,FORM 4
570,0001628280-17-003348,2017-04-04,2017-04-01,2017-04-04T18:36:15.000Z,,4,,,,11329,0,0,xslF345X03/wf-form4_149134536071696.xml,FORM 4
571,0001628280-17-003347,2017-04-04,2017-04-01,2017-04-04T18:35:17.000Z,,4,,,,10987,0,0,xslF345X03/wf-form4_149134530319074.xml,FORM 4
572,0001628280-17-003346,2017-04-04,2017-04-01,2017-04-04T18:34:33.000Z,,4,,,,16030,0,0,xslF345X03/wf-form4_149134525842641.xml,FORM 4
573,0001628280-17-003345,2017-04-04,2017-04-01,2017-04-04T18:33:52.000Z,,4,,,,10980,0,0,xslF345X03/wf-form4_149134521223893.xml,FORM 4
574,0001628280-17-003344,2017-04-04,2017-04-01,2017-04-04T18:33:03.000Z,,4,,,,8617,0,0,xslF345X03/wf-form4_149134516911399.xml,FORM 4
575,0001628280-17-003343,2017-04-04,2017-04-01,2017-04-04T18:32:22.000Z,,4,,,,10864,0,0,xslF345X03/wf-form4_149134512828053.xml,FORM 4
576,0001628280-17-003342,2017-04-04,2017-04-01,2017-04-04T18:31:32.000Z,,4,,,,14367,0,0,xslF345X03/wf-form4_149134507719548.xml,FORM 4
577,0001628280-17-003341,2017-04-04,2017-04-01,2017-04-04T18:30:50.000Z,,4,,,,10095,0,0,xslF345X03/wf-form4_149134503634309.xml,FORM 4
578,0001628280-17-002692,2017-03-17,2017-03-15,2017-03-17T18:32:17.000Z,,4,,,,5073,0,0,xslF345X03/wf-form4_148978992085921.xml,FORM 4
579,0001628280-17-002321,2017-03-07,2017-03-04,2017-03-07T18:31:02.000Z,,4,,,,8908,0,0,xslF345X03/wf-form4_148892944611903.xml,FORM 4
580,0001193125-17-069853,2017-03-03,2017-02-14,2017-03-03T16:36:03.000Z,34,8-K,001-36743,17664239,"8.01,9.01",234543,0,0,d348450d8k.htm,FORM 8-K
581,0001628280-17-002133,2017-03-02,2017-02-28,2017-03-02T18:37:24.000Z,,4,,,,5612,0,0,xslF345X03/wf-form4_148849782926375.xml,FORM 4
582,0001628280-17-002132,2017-03-02,2017-02-28,2017-03-02T18:36:37.000Z,,4,,,,5615,0,0,xslF345X03/wf-form4_148849778342702.xml,FORM 4
583,0001628280-17-002131,2017-03-02,2017-02-28,2017-03-02T18:35:50.000Z,,4,,,,5638,0,0,xslF345X03/wf-form4_148849773387621.xml,FORM 4
584,0001628280-17-002130,2017-03-02,2017-02-28,2017-03-02T18:35:01.000Z,,4,,,,5624,0,0,xslF345X03/wf-form4_148849768695204.xml,FORM 4
585,0001628280-17-002129,2017-03-02,2017-02-28,2017-03-02T18:34:10.000Z,,4,,,,5624,0,0,xslF345X03/wf-form4_148849763661980.xml,FORM 4
586,0001628280-17-002128,2017-03-02,2017-02-28,2017-03-02T18:33:20.000Z,,4,,,,5611,0,0,xslF345X03/wf-form4_148849757720861.xml,FORM 4
587,0001628280-17-002127,2017-03-02,2017-02-28,2017-03-02T18:32:06.000Z,,4,,,,5621,0,0,xslF345X03/wf-form4_148849751248265.xml,FORM 4
588,0001193125-17-064019,2017-03-01,2017-02-28,2017-03-01T09:00:56.000Z,34,8-K,001-36743,17651574,5.07,49026,0,0,d342218d8k.htm,FORM 8-K
589,0001628280-17-001737,2017-02-24,2017-02-22,2017-02-24T18:30:39.000Z,,4,,,,4900,0,0,xslF345X03/wf-form4_148797902641007.xml,FORM 4
590,0001628280-17-001593,2017-02-22,2017-02-17,2017-02-22T18:32:17.000Z,,4,,,,9915,0,0,xslF345X03/wf-form4_148780632402345.xml,FORM 4
591,0001628280-17-001484,2017-02-17,2017-02-15,2017-02-17T18:31:16.000Z,,4,,,,8707,0,0,xslF345X03/wf-form4_148737426278716.xml,FORM 4
592,0001628280-17-001483,2017-02-17,2017-02-16,2017-02-17T18:30:23.000Z,,4,,,,4431,0,0,xslF345X03/wf-form4_148737420989249.xml,FORM 4
593,0001193125-17-044564,2017-02-15,,2017-02-15T08:36:31.000Z,33,424B2,333-210983,17613002,,476807,0,0,d338508d424b2.htm,FILED PURSUANT TO RULE 424B2
594,0001193125-17-042083,2017-02-14,,2017-02-14T09:09:32.000Z,34,FWP,333-210983,17602904,,13413,0,0,d296425dfwp.htm,FWP
595,0001193125-17-041233,2017-02-14,,2017-02-13T20:52:33.000Z,33,424B2,333-210983,17601961,,476785,0,0,d338508d424b2.htm,FILED PURSUANT TO RULE 424B2
596,0001193125-17-036283,2017-02-09,2017-02-02,2017-02-09T17:02:03.000Z,34,8-K,001-36743,17588362,"8.01,9.01",675606,0,0,d340350d8k.htm,FORM 8-K
597,0000932471-17-000777,2017-02-09,,2017-02-09T12:44:53.000Z,34,SC 13G/A,005-33632,17586504,,37079,0,0,appleinc.htm,
598,0001628280-17-000963,2017-02-07,2017-02-03,2017-02-07T18:30:44.000Z,,4,,,,10732,0,0,xslF345X03/wf-form4_148651023069911.xml,FORM 4
599,0001628280-17-000897,2017-02-03,2017-02-01,2017-02-03T18:37:49.000Z,,4,,,,9711,0,0,xslF345X03/wf-form4_148616505664998.xml,FORM 4
600,0001628280-17-000896,2017-02-03,2017-02-01,2017-02-03T18:37:10.000Z,,4,,,,6906,0,0,xslF345X03/wf-form4_148616501402002.xml,FORM 4
601,0001628280-17-000895,2017-02-03,2017-02-02,2017-02-03T18:36:31.000Z,,4,,,,5257,0,0,xslF345X03/wf-form4_148616497785486.xml,FORM 4
602,0001628280-17-000894,2017-02-03,2017-02-01,2017-02-03T18:35:56.000Z,,4,,,,8983,0,0,xslF345X03/wf-form4_148616494297095.xml,FORM 4
603,0001628280-17-000893,2017-02-03,2017-02-02,2017-02-03T18:35:18.000Z,,4,,,,4879,0,0,xslF345X03/wf-form4_148616490596418.xml,FORM 4
604,0001628280-17-000892,2017-02-03,2017-02-01,2017-02-03T18:34:18.000Z,,4,,,,12285,0,0,xslF345X03/wf-form4_148616484604533.xml,FORM 4
605,0001628280-17-000891,2017-02-03,2017-02-01,2017-02-03T18:33:41.000Z,,4,,,,7602,0,0,xslF345X03/wf-form4_148616480910570.xml,FORM 4
606,0001628280-17-000890,2017-02-03,2017-02-01,2017-02-03T18:33:03.000Z,,4,,,,13935,0,0,xslF345X03/wf-form4_148616477031538.xml,FORM 4
607,0001628280-17-000889,2017-02-03,2017-02-02,2017-02-03T18:32:16.000Z,,4,,,,4763,0,0,xslF345X03/wf-form4_148616472318268.xml,FORM 4
608,0001628280-17-000888,2017-02-03,2017-02-01,2017-02-03T18:31:34.000Z,,4,,,,6911,0,0,xslF345X03/wf-form4_148616468196194.xml,FORM 4
609,0001193125-17-030832,2017-02-03,,2017-02-03T17:01:15.000Z,33,424B2,333-210983,17572868,,544730,0,0,d293866d424b2.htm,FILED PURSUANT TO RULE 424B2
610,0001193125-17-029548,2017-02-03,,2017-02-02T21:53:32.000Z,34,FWP,333-210983,17570099,,96624,0,0,d264957dfwp.htm,FREE WRITING PROSPECTUS
611,0001193125-17-028315,2017-02-02,,2017-02-02T08:12:57.000Z,33,424B2,333-210983,17566778,,498771,0,0,d293866d424b2.htm,FILED PURSUANT TO RULE 424B2
612,0001628280-17-000744,2017-02-01,2017-01-30,2017-02-01T18:31:20.000Z,,4,,,,9467,0,0,xslF345X03/wf-form4_148599186687884.xml,FORM 4
613,0001628280-17-000717,2017-02-01,2016-12-31,2017-02-01T16:33:29.000Z,34,10-Q,001-36743,17565317,,8206325,1,0,a10-qq1201712312016.htm,10-Q
614,0001628280-17-000663,2017-01-31,2017-01-31,2017-01-31T16:31:02.000Z,34,8-K,001-36743,17561519,"2.02,9.01",390102,0,0,a8-kq1201712312016.htm,8-K
615,0001214659-17-000547,2017-01-31,,2017-01-31T11:12:15.000Z,34,PX14A6G,001-36743,17559872,,28862,0,0,l130173px14a6g.htm,
616,0001628280-17-000550,2017-01-27,2017-01-25,2017-01-27T18:30:55.000Z,,4,,,,7664,0,0,xslF345X03/wf-form4_148555984128421.xml,FORM 4
617,0001628280-17-000379,2017-01-24,2017-01-20,2017-01-24T18:30:37.000Z,,4,,,,7658,0,0,xslF345X03/wf-form4_148530062501951.xml,FORM 4
618,0001628280-17-000312,2017-01-19,2017-01-17,2017-01-19T18:33:14.000Z,,4,,,,7658,0,0,xslF345X03/wf-form4_148486878103532.xml,FORM 4
619,0001628280-17-000311,2017-01-19,2017-01-18,2017-01-19T18:31:39.000Z,,4,,,,5082,0,0,xslF345X03/wf-form4_148486868606685.xml,FORM 4
620,0000215457-17-001275,2017-01-19,,2017-01-19T17:24:18.000Z,34,SC 13G/A,005-33632,17536781,,13525,0,0,apple.inc.txt,
621,0001628280-17-000187,2017-01-10,2017-01-06,2017-01-10T18:30:32.000Z,,4,,,,5076,0,0,xslF345X03/wf-form4_148409101957980.xml,FORM 4
622,0001193125-17-003764,2017-01-06,,2017-01-06T08:07:02.000Z,34,DEFA14A,001-36743,17512909,,674045,0,0,d307349ddefa14a.htm,DEFINITIVE ADDITIONAL MATERIALS
623,0001193125-17-003753,2017-01-06,2017-02-28,2017-01-06T08:00:37.000Z,34,DEF 14A,001-36743,17512896,,5563572,0,0,d257185ddef14a.htm,DEFINITIVE PROXY STATEMENT
624,0001628280-16-022242,2016-12-29,2016-12-27,2016-12-29T18:30:07.000Z,,4,,,,6934,0,0,xslF345X03/wf-form4_148305419385609.xml,FORM 4
625,0001628280-16-022104,2016-12-19,2016-12-15,2016-12-19T18:30:57.000Z,,4,,,,6945,0,0,xslF345X03/wf-form4_148219024507558.xml,FORM 4
626,0001628280-16-022047,2016-12-15,2016-12-13,2016-12-15T16:54:42.000Z,34,8-K,001-36743,162054250,"5.03,9.01",248948,0,0,form8-k121316.htm,8-K
627,0001628280-16-022020,2016-12-13,2016-12-09,2016-12-13T18:30:45.000Z,,4,,,,6934,0,0,xslF345X03/wf-form4_148167182511916.xml,FORM 4
628,9999999997-17-000002,2016-12-05,2016-10-07,2017-01-03T09:49:40.000Z,34,NO ACT,001-36743,16005019,,1381,0,0,9999999997-17-000002.paper,AUTO-GENERATED PAPER DOCUMENT
629,0001628280-16-021649,2016-11-22,2016-11-18,2016-11-22T18:30:29.000Z,,4,,,,8550,0,0,xslF345X03/wf-form4_147985741566624.xml,FORM 4
630,0001628280-16-021144,2016-11-09,2016-11-07,2016-11-09T18:31:15.000Z,,4,,,,5081,0,0,xslF345X03/wf-form4_147873426182746.xml,FORM 4
631,0001628280-16-020880,2016-11-04,2016-11-02,2016-11-04T18:31:54.000Z,,4,,,,5005,0,0,xslF345X03/wf-form4_147829870020970.xml,FORM 4
632,0001628280-16-020879,2016-11-04,2016-11-03,2016-11-04T18:31:11.000Z,,4,,,,6946,0,0,xslF345X03/wf-form4_147829865841782.xml,FORM 4
633,0001628280-16-020489,2016-10-31,2016-10-27,2016-10-31T18:31:18.000Z,,4,,,,5072,0,0,xslF345X03/wf-form4_147795306588441.xml,FORM 4
634,0001628280-16-020488,2016-10-31,2016-10-27,2016-10-31T18:30:39.000Z,,4,,,,6945,0,0,xslF345X03/wf-form4_147795302659560.xml,FORM 4
635,9999999997-17-000809,2016-10-27,2016-10-07,2017-02-16T14:54:56.000Z,34,NO ACT,001-36743,20160005,,1381,0,0,9999999997-17-000809.paper,AUTO-GENERATED PAPER DOCUMENT
636,9999999997-16-026607,2016-10-26,2016-10-07,2016-11-01T15:57:00.000Z,34,NO ACT,001-36743,16005137,,1381,0,0,9999999997-16-026607.paper,AUTO-GENERATED PAPER DOCUMENT
637,0001628280-16-020309,2016-10-26,2016-09-24,2016-10-26T16:42:16.000Z,34,10-K,001-36743,161953070,,13277662,1,0,a201610-k9242016.htm,10-K
638,0001628280-16-020258,2016-10-25,2016-10-25,2016-10-25T16:32:39.000Z,34,8-K,001-36743,161950726,"2.02,9.01",430402,0,0,a8-kq420169242016.htm,8-K
639,0001628280-16-020124,2016-10-18,2016-10-14,2016-10-18T20:08:30.000Z,,4,,,,7782,0,0,xslF345X03/wf-form4_147683569837612.xml,FORM 4
640,0001628280-16-020123,2016-10-18,2016-10-14,2016-10-18T20:07:38.000Z,,4,,,,27243,0,0,xslF345X03/wf-form4_147683564629277.xml,FORM 4
641,0001628280-16-020122,2016-10-18,2016-10-14,2016-10-18T20:06:59.000Z,,4,,,,7796,0,0,xslF345X03/wf-form4_147683560738887.xml,FORM 4
642,0001628280-16-020121,2016-10-18,2016-10-14,2016-10-18T20:06:24.000Z,,4,,,,7824,0,0,xslF345X03/wf-form4_147683557180521.xml,FORM 4
643,0001628280-16-020120,2016-10-18,2016-10-14,2016-10-18T20:05:16.000Z,,4,,,,7791,0,0,xslF345X03/wf-form4_147683550360347.xml,FORM 4
644,0001628280-16-020119,2016-10-18,2016-10-14,2016-10-18T20:04:15.000Z,,4,,,,13315,0,0,xslF345X03/wf-form4_147683544277276.xml,FORM 4
645,0001628280-16-020118,2016-10-18,2016-10-14,2016-10-18T20:03:38.000Z,,4,,,,18146,0,0,xslF345X03/wf-form4_147683540573594.xml,FORM 4
646,0001628280-16-020117,2016-10-18,2016-10-14,2016-10-18T20:02:47.000Z,,4,,,,7788,0,0,xslF345X03/wf-form4_147683535525169.xml,FORM 4
647,0001628280-16-020116,2016-10-18,2016-10-14,2016-10-18T20:02:09.000Z,,4,,,,7783,0,0,xslF345X03/wf-form4_147683531628153.xml,FORM 4
648,0001628280-16-020115,2016-10-18,2016-10-14,2016-10-18T20:01:29.000Z,,4,,,,7795,0,0,xslF345X03/wf-form4_147683527630432.xml,FORM 4
649,0001628280-16-019941,2016-10-04,2016-10-01,2016-10-04T18:36:04.000Z,,4,,,,12682,0,0,xslF345X03/wf-form4_147562055033231.xml,FORM 4
650,0001628280-16-019940,2016-10-04,2016-10-01,2016-10-04T18:35:17.000Z,,4,,,,10705,0,0,xslF345X03/wf-form4_147562050387961.xml,FORM 4
651,0001628280-16-019939,2016-10-04,2016-10-01,2016-10-04T18:34:04.000Z,,4,,,,14272,0,0,xslF345X03/wf-form4_147562043093453.xml,FORM 4
652,0001628280-16-019938,2016-10-04,2016-10-01,2016-10-04T18:33:19.000Z,,4,,,,10700,0,0,xslF345X03/wf-form4_147562038659364.xml,FORM 4
653,0001628280-16-019937,2016-10-04,2016-10-01,2016-10-04T18:32:39.000Z,,4,,,,10690,0,0,xslF345X03/wf-form4_147562034516967.xml,FORM 4
654,0001628280-16-019936,2016-10-04,2016-10-01,2016-10-04T18:31:42.000Z,,4,,,,10698,0,0,xslF345X03/wf-form4_147562028803402.xml,FORM 4
